,Context,Response,Text,ID
10093,الآن,هذا رائع أراهن أنها ستستمتع,ستكون في إنجلترا.,10093
10094,خائب الامل,هذا حقا المشكله هل بحثت على الإنترنت عن ذلك في مكان آخر؟,كان هناك جهاز كمبيوتر محمول معروضًا للبيع ولكن بحلول الوقت الذي وصلت فيه إلى المتجر بعد العمل تم بيعه.,10094
10095,خائب الامل,هذا ليس جيدًا.,نعم. كل ما يزيد عن 200 دولار بدون البيع.,10095
10096,ممتن,هذا رائع. لماذا لم تتقابلوا يا رفاق كثيرًا من قبل؟,"أحب أن أرى صديقي أكثر الآن "".",10096
10097,ممتن,هل كانت لمدرسة العمل وما إلى ذلك؟,لقد ابتعدت لمدة عامين,10097
10098,تأثرت,لماذا غادرت؟,أنا معجب بأمي لتركها وظيفتها التي كانت تعمل بها لفترة طويلة.,10098
10099,تأثرت,هل لديها عمل آخر بالفعل؟,لم يتم معاملتها بشكل جيد هناك لفترة طويلة حقًا,10099
10100,بالإحراج,واو لابد أن هذا كان محرجا.,سروالي تشعر بالراحة أثناء تواجدك في الكنيسة اليوم.,10100
10101,بالإحراج,هذا صحيح جدا!,نعم لحسن الحظ كان لدي ملابسي الداخلية في ذلك اليوم.,10101
10102,تأثرت,هذا يبدو لطيفًا حقًا! هل تبدو أفضل أم السفر أفضل؟,قامت مدينة مونتريال ببعض التجديدات الرئيسية في منطقة وسط المدينة. أنا سعيد جدًا بالتحسين الجديد.,10102
10103,تأثرت,سيجعل ذلك ممارسة الرياضة أثناء العمل أو بعده أسهل كثيرًا.,تبدو أفضل. لقد أنشأوا حديقة جديدة أمام مكتبي. يمكنني الاستمتاع بالمشي في الحديقة أثناء وقت الغداء.,10103
10104,ممتن,هذا شخص لطيف جدا. انت محظوظ.,شخص ما وجد محفظتي وعاد إلى خدمة العملاء في السوبر ماركت. كل أموالي كانت لا تزال موجودة.,10104
10105,ممتن,لقد فقدت محفظتي مرة واحدة ولكن لم أجد فيها نقودًا عند إعادتها إلي.,لقد فقدت محفظتي هذه المرة فقط وأنا بالتأكيد محظوظ.,10105
10106,حنين,يمكن أن تكون الصور القديمة حنين إلى الماضي. هل لديك ذاكرة مفضلة؟,لقد مررت مؤخرًا ببعض الصور القديمة وذكّرتني بالطفولة.,10106
10107,حنين,يمكن أن تكون حياة البالغين صعبة بالتأكيد ولكننا نحصل على الكثير من الحرية الآن.,لا شيء على وجه الخصوص. كم كان من السهل أن تكون طفلاً مقارنةً الآن.,10107
10108,فخور,هذا مذهل! ماذا تدرس؟,لقد حصلت للتو على درجاتي مرة أخرى. يبدو أنني سأحصل على 3.8 معدل تراكمي هذا الفصل الدراسي.,10108
10109,فخور,ما نوع العمل الذي تأمل في الحصول عليه؟,أنا أعمل في مجال التمويل. إنه أمر مثير للاهتمام حتى الآن.,10109
10110,ممتن,هذا رائع!,أنا محظوظة لكوني قادرًا على الذهاب إلى مدينة نيويورك في عيد الميلاد.,10110
10111,ممتن,من المبكر جدًا التخطيط لعيد الميلاد بالفعل. يجب أن أحصل على ذلك أيضًا.,نعم سأبقى في وسط المدينة.,10111
10112,موثوق,متى ستكتشف ذلك؟,في انتظار سماع النتائج على الصورة التي أرسلتها للمسابقة. لقد رأيت المشاركات الأخرى وأعتقد أن لدي فرصة جيدة للفوز,10112
10113,موثوق,أتمنى أن تفوز ما هي الجائزة؟,أسبوعين من الآن. أتمنى لو كان ذلك عاجلا.,10113
10114,تأثرت,اعتدت أن أكون ليس بنفس القدر بعد الآن,هل أنت لاعب جيد يا سيدي؟,10114
10115,تأثرت,نعم أصدقائي يلعبونها,هل سمعت عن المراقبة؟ كنت ألعبها الليلة الماضية,10115
10116,متضايق,اه انا ايضا. هل سبق لك أن عبثت معهم؟,يزعجني حقًا عندما يتصل المسوقون عبر الهاتف بمنزلي.,10116
10117,متضايق,هذا عظيم!,لقد أبقيت هذا المخادع على الخط لمدة ساعة.,10117
10118,توقع,إلى أين أنت ذاهب بالقوارب؟,إنني أتطلع إلى ركوب القوارب في نهاية هذا الأسبوع,10118
10119,توقع,ماذا تحب أن تفعل في البحيرة؟,نحن ذاهبون إلى البحيرة على بعد حوالي 15 دقيقة مني,10119
10120,تأثرت,هذا جنون! هل كان بخير,شاهدت طفلاً يبلغ من العمر 8 سنوات يقفز عبر درج على لوح التزلج الخاص به.,10120
10121,تأثرت,هذا جيد. أنا احب الأطفال,كان الرجل الصغير يتزلج مثل المحترفين. كان من المدهش جدًا رؤيته يتقدم.,10121
10122,متخوف,هذا مؤسف,لقد أرسلت قصتي القصيرة لمسابقة قريبة جدًا من الموعد النهائي. لست متأكدًا مما إذا كانت ستصل في الوقت المحدد.,10122
10123,متخوف,هل كانت لمسابقة أم لصف؟,كنت مشغولًا جدًا في محاولة جعله مثاليًا لدرجة أنني فقدت مسار الوقت.,10123
10124,متضايق,أوه لا يجب أن يكون مخيبا للآمال. هل تؤجل صنعه الآن أم ستبحث عن الخردل المفقود؟,كنت أرغب في صنع لحم بقر ويلينجتون لكن متجر الجورسيري لم يكن به خردل إنجليزي,10124
10125,متضايق,هل سيتذوق نفس المذاق؟,سأقوم باستبدال ديجون لأنه ما لدي.,10125
10126,تأثرت,هل تحب المتاحف؟,ذهبت أمس إلى متحف تاريخ الفن فجر توقعاتي.,10126
10127,تأثرت,كذلك هنا. ولا أنا كذلك ولكن هناك متاحف رائعة تجعلك نوعاً ما تغير موقفك.,أنا عادة لا أفعل. لكن هذا كان رائعا جدا.,10127
10128,تأثرت,أنا أحب الذهاب إلى كوستكو.,رأيت هذه السيدة العجوز الصغيرة تعمل في كوستكو. كانت متفائلة أكثر من أي وقت مضى.,10128
10129,تأثرت,أنا دائما أحصل على الأرز وشرائح اللحم هناك.,نعم؟ ما هي السلع الأساسية الخاصة بك للوصول من هناك؟,10129
10130,متفائل,رائع! أي نوع من السلاحف كانت؟,السلحفاة التي جاءت إلى ساحة صديقي منذ يومين مفقودة الآن.,10130
10131,متفائل,يبدو أنه ربما كان سلحفاة صندوقية. هم جيدون كحيوانات أليفة!,لا توجد فكرة لكنها تبدو سمينًا جدًا.,10131
10132,قلق,ربما يمكنك جعلهم يأخذونك إلى أحد الأطفال أولاً؟,سأستقل قطار الملاهي لأول مرة غدًا. أنا ومتوتر جدا!,10132
10133,قلق,اتمنى ان تكون استمتعت!,هاها! هذه فكرة جيدة!,10133
10134,خائف,أنا دائما قلق بشأن ذلك أيضا. هل هو في وقت مبكر من الصباح؟,أنا قلق حقًا من أن أفوت رحلتي غدًا.,10134
10135,خائف,هل ستتمكن من المغادرة مبكرًا قليلاً لإتاحة الوقت لأي تأخير في حركة المرور؟,نعم وهناك عاصفة ممطرة متوقعة.,10135
10136,معد,هل انت في القبو الخاص بك؟,نحن في ساعة تورنادو في الوقت الحالي ، لذا قد نحصل على إعصار أو لا نحصل عليه.,10136
10137,معد,هذا ذكي ونأمل ألا يحدث.,ليس بعد لأنها مجرد ساعة وليست تحذيرًا ، لكنني قمت بتعبئة حقيبة يد في حالة وجود إمدادات طارئة ووضعتها في الطابق السفلي فقط في حال انتهى بنا المطاف هناك.,10137
10138,وحيد,هذا مؤسف يضيع الوقت مع عائلتك,اضطررت إلى البقاء لوقت متأخر من العمل وخرجت عائلتي لتناول العشاء بدوني.,10138
10139,وحيد,أنت بالتأكيد يجب أن تقدرهم بينما يمكنك ذلك,نعم هو كذلك. أشعر وكأنني بالكاد أراهم هذه الأيام.,10139
10140,ممتن,هذا رائع حقًا. في بعض الأحيان تسير الأمور على ما يرام.,كنت بحاجة للغاز ولم يكن لدي نقود. بعض الغرباء دفع ثمنها دون أن أسأل.,10140
10141,ممتن,هل نسيت محفظتك للتو أو لم يكن لديك أي نقود على الإطلاق؟,بعض الناس بخير تماما. يعوض عن السيئة على ما أعتقد.,10141
10142,قلق,لول فخ لماذا؟,"""صديق"" قديم هذه فتاة تريد الذهاب لتناول المشروبات الليلة. لست متأكدا ما إذا كان فخ أم لا.",10142
10143,قلق,أعتقد أنك لم تنجذب إليها على الإطلاق؟,تحاول زعزعة معي.,10143
10144,عاطفي,آه ، لقد اضطررت للتو إلى وضع كلبي في الأرض الشهر الماضي.,رأيت سيدة تمشي مع جاك راسل بالأمس. اشتقت لي,10144
10145,عاطفي,كان الأمر محزنًا للغاية وأنا آسف لأنك اضطررت إلى المرور بذلك,أوه لا. أعتقد أن كلانا يعرف ما يشبه خسارة هذه المخلوقات المخلصة؟,10145
10146,رعاية,كان هذا لطيفًا جدًا منه.,سكبت الصودا على جهاز الكمبيوتر المحمول الخاص بي وأحضر لي صديقي واحدة من عمله لاستخدامها,10146
10147,رعاية,منذ متى تعرفه؟,كانت. كان دائما يساندني.,10147
10148,مندهش,يا رفاق هل أنتم بعيدون؟,لقد صدمت عندما جاء أخي إلى حفلة عيد ميلادي.,10148
10149,مندهش,أنا سعيد أنتم يا رفاق يمكن أن تبدأوا معا مرة أخرى.,نعم لقد تحدثت إليه منذ سنوات قبل الحفلة.,10149
10150,خائب الامل,أوه لا لماذا لم يفعلوا؟,أنا حزين جدًا لأن أعز أصدقائي لم يحضروا حفل زفافي.,10150
10151,خائب الامل,أعتقد أنك قد تضطر إلى إعادة النظر في هذه الصداقة.,لم يعطيني أبدًا سببًا يجعل الأمر أسوأ.,10151
10152,معد,متى تكون المنافسة؟,لقد قمت بمراجعة هذا الرسم القصير وقد قرأته من قبل. كلهم يستمتعون بها. أعتقد أنه جاهز لمسابقة الكتابة.,10152
10153,معد,ما هي الجائزة الكبرى؟,نهاية الأسبوع المقبل في الواقع. هناك اثنان من الكتاب الجيدين حقًا يدخلونها أيضًا.,10153
10154,عاطفي,أحب القيام برحلات أين كان مكانك المفضل؟,أفتقد حقًا الرحلات البرية التي قمت بها عندما كنت طفلاً.,10154
10155,عاطفي,لقد كنت هناك عدة مرات ولكن ليس مكاني المفضل,أحب الذهاب إلى لاس فيغاس.,10155
10156,الثقة,كان هذا لطيفًا منه ، هل وضعت الغاز فيه؟,أعارني جاري سيارتي BMW الجديدة لاستخدامها أثناء وجود سيارتي في المتجر.,10156
10157,الثقة,هل قدتها بسرعة؟,أنا متأكد من ذلك وإبقائه لطيفًا ونظيفًا!,10157
10158,غاضب,يا إلهي لماذا فعل ذلك؟,أنا مستاء من أن أخي سرق مني.,10158
10159,غاضب,المواقف السيئة تجعلك أشياء لا تفعلها عادة في بعض الأحيان. هل تحدثت معه عن ذلك؟,لانه كان في وضع سيء.,10159
10160,بالإحراج,أوه! هل كنت بخير,سقطت من مقعدي في العمل أثناء الاجتماع.,10160
10161,بالإحراج,نعم ، سيكون ذلك محرجًا بعض الشيء ، أنا متأكد من ذلك.,انا جيد. كبريائي مجروح قليلا بالرغم من ذلك,10161
10162,رعاية,هذا محزن. هل ستحصل على واحدة أخرى؟,كان على جارتي المسنة مؤخرًا أن تضع كلبها في النوم. كان هذا الكلب أفضل صديق لها ورفيقها.,10162
10163,رعاية,هذا طيب. من المهم لكبار السن أن يكون لديهم بعض الرفقة.,صادفت كلبًا يبلغ من العمر 8 سنوات ومحبًا حقًا تخلت عنه عائلته. كان في حاجة إلى منزل لذلك أحضرته وأعطيته لجاري. كانت سعيدة جدا.,10163
10164,المحتوى,هذا رائع ، من الجيد دائمًا التخطيط للمستقبل,على وشك الخروج من العمل ، أعتقد أنني أنجزت الكثير ، لذا لن أضطر للتوتر في المستقبل.,10164
10165,المحتوى,أنا بنفس الطريقة,أنا أعرف. عادة ما أكون جناحًا نوعًا ما ، لكن هذا كان يتطلب الكثير من العمل.,10165
10166,متفائل,إذا كنت تحب المنزل. أذهب خلفها.,أعلم أن ائتماني ليس الأفضل ولكني أعتقد أن لدي ما يكفي من الدفعة الأولى لهذا المنزل للحصول على قرض معقول,10166
10167,متفائل,تحتاج إلى القيام ببعض الملاحقات وستجد معدل الفائدة الذي تريده.,أوه بالتأكيد سأفعل إذا كانت الفائدة على القرض على ما يرام. إذا لم يكن الأمر كذلك فقد أضطر إلى الانتظار.,10167
10168,بالإحراج,لقد فعلنا جميعًا أشياء غبية. أنا متأكد من أنهم سيتركون الأمر في النهاية.,قلت نكتة سيئة للغاية خلال مأدبة غداء مع زملائي في العمل. شعرت بالغباء الشديد.,10168
10169,بالإحراج,ستعرف في المرة القادمة الآن. أعلم أنك تشعر بالسوء حقًا.,آمل أن يكونوا جميعًا قد نسوا ذلك الآن.,10169
10170,توقع,اه اوه! ماذا يحدث إذا لم تتمكن من الحصول على رحلة مبكرة؟ هل ستفتقد العرس؟,أنا في انتظار رد ما إذا كان بإمكاني الحصول على تذاكر طيران مبكرة لحضور حفل زفاف صديقي,10170
10171,توقع,سأشعر بقلق شديد لو كنت مكانك! أنا متأكد من أنها ستعمل من أجلك!,سيكون قريبا جدا. لن أضطر إلى وقت للاسترخاء من الرحلة قبل الزفاف.,10171
10172,مذعور,هذا يبدو مرعبا! هل انت بخير الان؟,قبل بضع سنوات كنت في حادث سيارة سيء حقًا. لقد قلبت شاحنتي عدة مرات في حفرة. لقد كانت تجربة مخيفة للغاية!,10172
10173,مذعور,يجعلك تقدر الحياة أكثر أليس كذلك.,نعم لقد خرجت منه بخير لكن حياتي بالتأكيد تومض أمام عيني!,10173
10174,بهيجة,أنا أحب الشواء الكوري.,تم افتتاح مكان الشواء الكوري الجديد هذا للتو. سيكون من الجيد ألا تضطر إلى القيادة أكثر من 30 دقيقة إلى واحدة بعد الآن.,10174
10175,بهيجة,هل هو مفتوح 24 ساعة في اليوم؟,إنها بعض الأشياء الرائعة! لهذا السبب كنت أسافر من أجله لول.,10175
10176,الآن,أنا آسف جدا لسماع ذلك. منذ متى كان هذا؟,بكيت في الليلة التي اكتشفت فيها وفاة أعز أصدقائي.,10176
10177,الآن,إنه لأمر فظيع أن تفقد أحدًا. هل كان هذا متوقعًا أم مفاجئًا؟,كان هذا قبل بضعة اشهر.,10177
10178,مذعور,هل سبحت من قبل,أنا قلق من أن أغرق عندما أذهب للسباحة.,10178
10179,مذعور,فقط يجب أن تكون حذرا حيث تسبح,نعم ، لكنني دائمًا أرى أشخاصًا يغرقون في الأخبار.,10179
10180,مندهش,أنا متأكد من أن تلك كانت مفاجأة رائعة.,لدي بعض الأسهم التي نسيت أنني أمتلكها. تبين أنها تساوي 20 ألفًا الآن.,10180
10181,مندهش,أوه ، واو! يا لها من نعمة!,كان بالتأكيد! أتيت في الوقت المناسب منذ أن فقدت وظيفتي.,10181
10182,الآن,يا الهي! أنا آسف جدا لسماع ذلك.,لقد اكتشفنا للتو أن قطتي مصابة بالسرطان.,10182
10183,الآن,أعلم أن هذا سيكون خسارة فادحة للعائلة.,شكرا لك. ربما سنضطر إلى تركها قريبًا.,10183
10184,خجلان,هل دمر الكمبيوتر المحمول؟,أقرضني صديقي جهاز الكمبيوتر المحمول الخاص به وأنا سكبت العصير عليه.,10184
10185,خجلان,هل ستشتري له واحدة جديدة؟,لم يعد يعمل.,10185
10186,خجلان,هل كان أول سباق لك؟,جئت في المركز الأخير في السباق ، لست جيدًا في الجري.,10186
10187,خجلان,يجب أن يكون هذا مخيبا للآمال حقا. هل ستتسابق مرة أخرى؟,نعم ، لكن لا يجب أن أحضر في النهاية.,10187
10188,توقع,حيث أنه لم يكن؟,في انتظار أخي في المطار. لم أر الرجل منذ سنوات.,10188
10189,توقع,هذا بارد. ما هو عمله؟,فقط يعيش حياته ويعمل في بعض الدول.,10189
10190,توقع,هل ستأخذ واحدة؟,قطة صديقي لديها قطط! لا استطيع الانتظار لرؤيتهم.,10190
10191,توقع,عذرًا ، هذا جنون بعض الشيء. هل هم جامعي القطط؟,ربما سيحاولون الاعتناء بهم جميعًا.,10191
10192,خجلان,هل ستصبح سيئة بدونها؟,أنا أصنع لحم الغزال ويلينغتون ونسيت تمامًا أن أضع الخردل على الشريط الخلفي قبل لفه.,10192
10193,خجلان,هذا يبعث على الارتياح إذن! آمل أن يكون لا يزال لذيذًا!,لست متأكدًا .. أعتقد أنه ما زال جيدًا.,10193
10194,ممتن,هذا رائع حقًا!,لقد حصلت للتو على وظيفة جديدة وعرضوا سداد ديوني المدرسية,10194
10195,ممتن,أنا سعيد حقًا لسماع أنه تم حل المشكلة,نعم. هذا لأنني كنت متوترة للغاية معها.,10195
10196,تأثرت,هؤلاء الرجال الصغار بارعون جدا! هل فاجأتك؟,رأيت للتو سنجابًا يقفز من سطح أحد الجيران إلى الآخر. مذهل جدا,10196
10197,تأثرت,نعم أعتقد أنهم بحاجة إلى أن يكونوا رشيقين للهروب من كل قطط الحي!,أوه نعم. لقد رأيت ذلك وكان مندهشا جدا. لم أكن أعرف أنهم يستطيعون القفز إلى هذا الحد.,10197
10198,خائب الامل,هذا يبدو فظيعا! هل أعطوا تفسيرا؟,لقد خيبت كثيرا في العمل في ذلك اليوم. كنت أتوقع الحصول على مكافأة كبيرة ولكن في الواقع لم أحصل على شيء!,10198
10199,خائب الامل,يجب أن تشعر بخيبة أمل. أنا آسف.,"لا! لقد كانت حالة ""خذها أو اتركها"".",10199
10200,الثقة,ما هي أفكارك حول ذلك؟,سمح صديقي لصديقته بالذهاب لقضاء الليل مع أفضل صديق لها,10200
10201,الثقة,أنا أميل إلى الاتفاق معك. هذا غريب نوعا ما. الرجل بخير معها؟,أعتقد أنه غير مناسب.,10201
10202,حنين,كيف وجدته؟,اصطدمت بصديق قديم من المدرسة الابتدائية اليوم.,10202
10203,حنين,لابد أنك كنت أشعر بالحنين حقًا. هل تدركتم حياتكم الآن يا رفاق؟,كانت جيدة. يجب أن نتحدث عن العصور القديمة.,10203
10204,متفائل,ما نوع الكيك الذي تفضله؟,صديقي يزورني وقالت إنها جعلتني شيئًا جيدًا. أريدها أن تكون كعكة سيئة للغاية.,10204
10205,متفائل,هاها أنا أيضًا لم أقابل كعكة لم أحبها.,أنا أحب الذوبان في أنواع فمك. لا يهم أي نوع.,10205
10206,فرح,الذهاب إلى مطعم جديد ممتع دائمًا! أنا متأكد من أنه سيكون رائعًا إذا كانت هناك مجموعة من المراجعات الإيجابية!,سأقوم بتجربة هذا المطعم الجديد غدا. سمعت بعض الاستعراضات الرائعة.,10206
10207,فرح,لذيذ! هذا رائع! أنا متأكد من أنك ستستمتع!,أنا أتطلع إليها. كل شرائح اللحم والكركند والجوانب التي يمكنني تناولها.,10207
10208,موثوق,من الجيد أن تعرف أن الوقت الذي تقضيه في الدراسة يؤتي ثماره! مبروك!,لقد كنت أدرس بجد للحصول على مؤهل جديد في العمل. لقد أجريت الاختبار أمس أعرف حقيقة أنني تفوقت فيه. لست بحاجة حتى إلى رؤية النتائج لأعرف أنني نجحت!,10208
10209,موثوق,من الأفضل أن تكون أكثر استعدادًا من تحت.,نعم أحببت الدخول في الاختبار وأنا أعلم أنني سأجتازه!,10209
10210,مندهش,ربما ذهبوا لمشاهدة فيلم؟,لم يأت أحد على الإطلاق. أتساءل أين ذهبوا جميعًا.,10210
10211,مندهش,هل يمكنك الاتصال بهم على زنزانتهم؟,طالما أنهم بخير. لم يترك أحد ملاحظة أو أي شيء.,10211
10212,فرح,هذا مشوق. كيف أن يذهب؟,اصطدمت بهذه الفتاة التي كنت أعشقها في المدرسة الثانوية.,10212
10213,فرح,هذا غريب بعض الشيء. هل مازلت تهتم بها؟,في أحسن حال. تبين أنها لم تواعد منذ ذلك الحين وكانت مشغولة في مدرسة الدراسات العليا.,10213
10214,متفائل,ما الطبق الذي تجربه؟,أحاول طهي طبق جديد لأول مرة. أعتقد أنه سوف يتحول بشكل جيد.,10214
10215,متفائل,أوه الآن أنت فقط تجعلني أشعر بالجوع!,فينيسون ويلينجتون ... إنه مثل لحم البقر ولنجتون مع خلفية الغزلان بدلاً من شرائح.,10215
10216,خائب الامل,بوو! هل جعلتك غاضبة؟ كان يمكن أن أكون!,كنت أتطلع إلى تناول الكعكة عندما وصلت إلى المنزل ولكن تبين أن شخصًا ما أكلها.,10216
10217,خائب الامل,محق في ذلك! لا شيء أسوأ من توقع شيء ثم عدم وجوده!,كنت حزينا للغاية.,10217
10218,وحيد,يجب أن تكون وحيدًا حقًا. أنت لا تحاول الذهاب في ليلة الرجال أو أي شيء؟,زوجتي وطفلي خارج المدينة منذ أسبوع. أشعر بالملل لكوني لوحدي في هذا المنزل الفارغ.,10218
10219,وحيد,إنه حقا لطيف! ربما يشتاقون إليك أيضًا.,نعم إنها ليلة ولا رجال لي. أحاول توفير المال. أنا فقط أفتقد وجودهم في الجوار!,10219
10220,المحتوى,هذا يبدو مريح جدا! أي نوع من الكلاب تملك.,الذهاب الى البحيرة بعد العمل. لا استطيع الانتظار لرؤية كل الكلاب والاسترخاء فقط.,10220
