,Context,Response,Text,ID
30244,فخور,يجب أن تكون طالبًا رائعًا!,لقد حصلت للتو على درجاتي من الفصل الدراسي الماضي وحصلت على درجة A في كل فصل!,30244
30245,فخور,أتمنى لك المزيد من النجاح في تعليمك.,شكرا! لقد حاولت حقًا بصعوبة هذه المرة الأخيرة.,30245
30246,مذنب,ييكيس. لماذا أخذتها هل لي أن أسأل؟,سرقت بطاقة هدية من منزل أصدقائي.,30246
30247,مذنب,حسنًا ، إذا لم تكن قد بعته بعد ، فلا يزال هناك وقت لإعادته!,كنت أرغب في بيعه. أشعر بالخجل الشديد لفعل مثل هذا الشيء.,30247
30248,دمر,اين كنتم ذاهبون جميعا؟,عندما ألغى صديقي رحلتنا الشهر الماضي ، آلمني حقًا. كنت أتطلع إلى ti,30248
30249,دمر,أوه ، هذا يبدو ممتعًا,كنا نذهب إلى أشفيل لنرى الكثير من مصانع الجعة,30249
30250,مذعور,لماذا كنت خائفا؟,كنت خائفة من المشي إلى المنزل وحدي الليلة الماضية,30250
30251,مذعور,أشعر أنني سمعت هذا كثيرًا الليلة,لأنها كانت منطقة مشجرة مظلمة,30251
30252,تأثرت,لماذا تتفاجأ لأنها طلبت منك الخروج؟,لا أصدق سألتني فتاة,30252
30253,تأثرت,الكثير من الفتيات لا يتبعن الطرق التقليدية بعد الآن.,لم أكن أعرف أن الفتيات يقمن بهذه الأشياء.,30253
30254,بالإحراج,من الغريب أن ننظر إلى أنفسنا منذ ذلك الحين ولم ندرك حتى ما كنا نبدو عليه عادة في ذلك الوقت.,رأيت كتابًا لمدة عام منذ عودتي معي في المدرسة عندما كنت طفلاً. شعرت بغرابة النظر إليها,30254
30255,بالإحراج,يبدو الأمر كما لو كنت تنظر إلى شخص آخر تقريبًا.,نعم هذا ما شعرت به,30255
30256,خائب الامل,لماذا ألغوا,كنت آمل أن أقابل صديقي في نهاية هذا الأسبوع الذي لم أره منذ وقت طويل لكنه اضطر للإلغاء فجأة,30256
30257,خائب الامل,أعتقد أن العمل يفعل ذلك في بعض الأحيان,لم يتمكنوا من الإقلاع عن العمل بسبب مشاكل غير متوقعة في المشروع.,30257
30258,فخور,بديع! سيكون الأمر يستحق كل هذا العناء على المدى الطويل ، استمر في الذهاب إلى متسابق الأشباح!,أنا سعيد جدا مع نفسي. لقد حصلت على درجة A في كل فصل دراسي آخر فصل دراسي.,30258
30259,فخور,إذا كانت هناك وصية فهناك طريقة! في معظم الحالات لم تكن تتحدث عن محاولتك إجراء جراحة الدماغ غدًا أو أي شيء.,لقد اتخذت إجراءات صارمة ودرست بجد. لم أكن أعتقد أنني قادر على فعل ذلك.,30259
30260,مندهش,هاها. كان ذلك سيخيفني كثيرا.,استيقظت هذا الصباح لقطتي فوقي حرفيًا ووجهه في وجهي مباشرة يحدق في وجهي وكأنه يريد شيئًا ما. نهضت ورأيت أنني نسيت حقًا إطعامه الليلة الماضية. الفتى الصغير يعتقد أنه سوف يمسك بي على حين غرة.,30260
30261,مندهش,أنت لا تعرف أبدًا مع تلك القطط. هم ماكرون جدا.,نعم ، كنت مثل قف ، ماذا فعلت؟ ما تريد؟؟ ربما يكون غاضبًا لأنني أطلقت عليه اسم Kitty بدلاً من اسم القط الرجولي Idk. الضحك بصوت مرتفع,30261
30262,موثوق,أوه أتمنى أن تفعل! أراهن أن لديك عنصرًا سريًا للغاية يجعله متميزًا عن بقية الرعاع.,أعتقد أن الكيمتشي الخاص بي سيفوز بجائزة أفضل كيمتشي في مسابقة الكيمتشي,30262
30263,موثوق,ثم سيكون من المناسب إذا كان يؤتي ثماره لك. إذا فزت بالجائزة الأولى ، سأحتاج منك أن تبدأ في وضعها في متاجر البقالة حتى أتمكن من شراء بعضها!,نعم لقد كنت أعمل على هذه الوصفة منذ سنوات.,30263
30264,مذعور,ماذا تقول,كل ليلتين في نفس الوقت تقريبًا أسمع صراخ فتاة,30264
30265,مذعور,يبدو مخيفا,إنه مجرد صراخ غير مفهوم.,30265
30266,الثقة,أوه لا. هذا يبدو سيئا.,كنت أعلم أنه لا ينبغي أن أثق بأخي مع كلبي,30266
30267,الثقة,أنا آسف جدا لسماع ذلك. هل حاولت الاتصال بالجرف المحلي أو مراقبة الحيوانات؟,نعم هو لا يزال في عداد المفقودين,30267
30268,متضايق,في بعض الأحيان ، عليك فقط قبول تغيير خطط الطقس. أنا متأكد من أنه يمكنك الذهاب في وقت آخر.,كان من المفترض أن أذهب للتخييم في نهاية الأسبوع الماضي ولكن انتهى الأمر بالعاصفة مثل الجنون,30268
30269,متضايق,تلك هي المشكلة. حسنًا ، آمل أن تجد عطلة نهاية أسبوع أخرى للتعويض عن ذلك.,كانت عطلة نهاية الأسبوع الوحيدة التي كنا فيها جميعًا معًا.,30269
30270,فرح,رائع. تبدو رحلة بحرية رائعة جدًا. إلى أين؟,أنا متحمس جدًا للذهاب في أول رحلة بحرية لي الأسبوع المقبل. لقد كنت أنتظر إلى الأبد.,30270
30271,فرح,يا رجل. ستقضي الوقت مع العائلة أيضًا. هذا ما جد من أمور.,إنها ذاهبة إلى غرب البحر الكاريبي. أفضل جزء هو أن عائلتي بأكملها تلتقي على متن السفينة. سوف يكون لدينا انفجار!,30271
30272,توقع,هذا يبدو جيدا جدا!,سأذهب لبعض القدر الساخن في نهاية هذا الأسبوع,30272
30273,توقع,أنا أوافق! الطعام الآسيوي باهظ الثمن.,إنه لأمر مدهش حقًا! فقط أتمنى لو لم يكن ذلك الثمن لول.,30273
30274,مندهش,رائع! هذا رائع جدا. كيف ستنفقها؟,حصلت على شيك في البريد من العدم مقابل 500 دولار.,30274
30275,مندهش,هاهاها ما زلت في حالة صدمة؟ حسنًا ، طالما أنه من مصلحة الصدمة. :),سأحفظه فقط. لقد صدمت جدا للحصول عليه!,30275
30276,خجلان,اوه لا ماذا حدث؟,أنا أكره كيف انتهى الأمر مع حبيبي السابق. أشعر بالسوء عندما أفكر في الأمر,30276
30277,خجلان,هل تعتقد أنك إذا اعتذرت سيسامحك؟,لقد كانت حجة سيئة وقلت بعض الأشياء السيئة,30277
30278,مذنب,لماذا فعلت ذلك,لقد حصلت على الفضل في فكرة لم تكن لي في العمل.,30278
30279,مذنب,أفهم أن الناس يفعلون ذلك طوال الوقت,لا أعرف ... أردت حقًا إثارة إعجاب رئيسي. أشعر بالسوء حيال ذلك.,30279
30280,توقع,لماذا ا ؟ أنا متأكد أنك ستكون بخير,لقد حصلت على عمل جديد. أنا متوتر نوعا ما!,30280
30281,توقع,نعم أستطيع أن أفهم ذلك,وظيفة جديدة. زملاء العمل الجدد. كل الجديد والمجهول يجعلني متوترة!,30281
30282,الثقة,ماذا حدث؟,كنت أعلم أنه لا ينبغي أن أثق بأخي مع كلبي,30282
30283,الثقة,هل تمكنت من العثور على كلبك؟,هرب كلبي,30283
30284,متضايق,تبا. أنا أيضا. ماهي المنطقة التي انت فيها؟,كان الطقس مزعجا هذا الأسبوع. تعبت من المطر,30284
30285,متضايق,الشمال الشرقي هنا. يجب أن تمطر على طول الساحل.,أنا في الجنوب الشرقي,30285
30286,مندهش,هل أنت سعيد بذلك,هذا المتجر الذي توقفت عن الذهاب إليه بسبب خدمة العملاء السيئة يتم إغلاقه بالفعل بعد كل هذه السنوات,30286
30287,مندهش,أعتقد أنه كان من المفترض أن يكون ذلك الوقت,أنا محايد. لم أتسوق هناك على أي حال.,30287
30288,بالإحراج,يا إلهي هذا فظيع. كم من الوقت استغرق التعافي؟,عندما خسرت الشجار لأول مرة ، شعرت بالإذلال الذي خسرته أكثر من القلق من حقيقة أنني كنت أعمى مؤقتًا في عيني اليسرى وأن رأسي مفتوح بقطع زجاج,30288
30289,بالإحراج,أراهن! أنا سعيد لأنه لم يكن خطيرًا حتى مما كان عليه بالفعل.,شهرين. كبريائي سنة لول,30289
30290,توقع,أعلم أنني لا أستطيع الانتظار أيضًا!,لا استطيع الانتظار لأسابيع من الآن. كلية كرة القدم بدأت,30290
30291,توقع,أنا أتجذر من أجل القرون الطويلة!,أتمنى أن يكون هناك الكثير من المرح,30291
30292,حنين,أعتقد أن الناس أكثر وقاحة هذه الأيام ليسوا كذلك,أتذكر عندما قال الناس مرحبا وشكرا.,30292
30293,حنين,أنا أفتقد ذلك أيضًا ربما سيعود,على الاطلاق! كانت تلك الأيام.,30293
30294,مذنب,أوه ، هذا يجب أن يشعر بالخشونة. ليس الأمر متشابهًا تمامًا ، لكنني شعرت بالمثل عندما لم أتمكن من الحصول على هدايا الصديقات السابقات أثناء العطلات أو أعياد ميلادهن أو شيء من هذا القبيل. لكنني متأكد من أنها تعرف أنك تحبها على أي حال.,شعرت بالسوء عندما لم أستطع الحصول على الهدية التي أرادتها ابنتي,30294
30295,مذنب,نعم هو كذلك. إن الشعور بالسوء حيال ذلك يكفي لإظهار اهتمامك بها وهو أمر من المفارقات أن تشعر بالرضا تجاهه. فقط حافظ على كونك أبًا جيدًا لها. :),نعم .. هذا يحدث,30295
30296,فخور,هذا عظيم. كم عمرها؟,اتخذت ابنتي خطوتها الأولى منذ بضعة أسابيع.,30296
30297,فخور,في هذا العمر هم لطيفون.,عمرها 7 أشهر. الآن يمكننا منعها من الركض في كل مكان. إنها مدهشة.,30297
30298,متضايق,لا يمكنك أن تقول لا للعمل؟,طلب مني مديري العمل هذا المساء. لدي خطط بالفعل. كان علي أن ألغيهم.,30298
30299,متضايق,هذا هو المشكله الحقيقي. أنا آسف لما حدث لك. هل ستتمكن من إعادة جدولة خططك؟,أجد صعوبة في الرفض. إنه يضغط علي. لذلك لا أستطيع أن أقول لا.,30299
30300,الآن,أنا آسف لم ينجح الأمر. لكن سعيد لسماع أنك سعيد الآن.,في البداية شعرت بالألم الشديد عندما اكتشفت أن حبيبي السابق قد تقدم بهذه السرعة. لكن بالنظر إلى الوراء ربما لم يكن من المفترض أن يكون ... وأنا الآن أعيش أفضل حياتي,30300
30301,الآن,هذا رائع جدًا لأن هذا لا يحدث عادةً.,أنا أفضل ما كنت عليه في الواقع ... أعمل لحسابي بشكل كامل وأتناول الطعام جيدًا بصحبة أصدقاء رائعين ... يبدو الأمر وكأن الحياة بدأت تقضي على بعض الركود,30301
30302,حانق,يجب أن يكون ذلك مزعج!,لدي ماء يقطر من السقف تحت وحدة التكييف الجديدة.,30302
30303,حانق,آمل أن يتم حل ذلك قريبًا.,مزعج هو بخس. يجب أن أقلع من العمل غدًا ليأتوا لإصلاح مكيف الهواء - بالإضافة إلى أضرار المياه.,30303
30304,خائب الامل,ييكيس. كان منجم 210.,فاتورتي الكهربائية كانت 350 دولارًا هذا الشهر.,30304
30305,خائب الامل,ارفع المكيف قليلا :),أنا مستاء للغاية من تكلفة ذلك.,30305
30306,مندهش,تبدو جيدة. هل يجب أن أدخر نقودي؟,بطريقة ما سمحت لنفسي بأن أكون مخدرًا في الأفلام لأخذ ابنتي لمشاهدة The Meg.,30306
30307,مندهش,اعتقدت أن الاسم كان غبيًا أيضًا ولكن المعاينات بدت رائعة. هل هو مخيف على الإطلاق لأنني لا أحب أي شيء مخيف عن بعد,أنا فعلا حقا أحب ذلك. لم أكن أتوقع أن الاسم غبي تمامًا ويقودك إلى الاعتقاد بأنه سيكون مجرد جبني. لكنها كانت جيدة في الواقع.,30307
30308,خجلان,هذا يبدو جيدا جدا! أنا أتناول كميات قليلة من الكربوهيدرات في الوقت الحالي ، لكنني من السهل جدًا الحصول على البطاطس المهروسة الجيدة!,لقد أعددت الدجاج المقلي والبطاطس المهروسة والفاصوليا الخضراء والبسكويت الليلة الماضية,30308
30309,خجلان,الضحك بصوت مرتفع! لقد فعلت أشياء من هذا القبيل من قبل أيضًا في بعض الأحيان تحتاج فقط إلى بعض الوقت مع بعض الطعام الجيد كما تعلم؟,حسنًا ، لقد كانت جيدة وكنا نتناولها على العشاء الليلة لكني أكلتها كلها قبل أن يعود الأطفال إلى المنزل من المدرسة. أنا رهيب,30309
30310,غاضب,أوه لا أنا أكره عندما يحدث ذلك,أنا غاضب من الغد. تم تأجيل اجتماع فريقي في غضون مهلة قصيرة,30310
30311,غاضب,حظا سعيدا الكثير من القهوة!,نعم أعتقد أنني سأضطر إلى الاستعداد أكثر الليلة,30311
30312,عاطفي,أعتقد أن هذا قد يجعلك تشعر بتحسن,كنت أشعر بالإحباط أشتاق لعائلتي. أعتقد أن الوقت قد حان للذهاب للزيارة.,30312
30313,عاطفي,إنه الوقت المثالي للذهاب لرؤيتهم بعد ذلك,نعم لقد مرت فترة,30313
30314,مذنب,هذا صعب. هل كانت كذبة كبيرة؟,ما زلت أشعر بالسوء حيال الكذب على زوجتي السابقة. أنا فقط أتمنى أن ينتهي الأمر بشكل أفضل,30314
30315,مذنب,لابد أنك تشعر بالذنب. هذا سيء.,نعم حقا كذبة كبيرة وسيئة,30315
30316,خائب الامل,أي نوع من الاختبار كان ذلك,اعتقدت أنني أبليت بلاءً حسنًا في الاختبار الذي أجريته في ذلك اليوم. حسنا لقد فشلت.,30316
30317,خائب الامل,أنا متأكد من أنك سوف تقوم بعمل أفضل في المرة القادمة,كان للحصول على شهادة. اعتقدت بالتأكيد أنني أبليت بلاء حسنا. أنا فقط منزعج قليلا.,30317
30318,مشمئز,أوه الإجمالي! يجب أن يكون هذا مثير للاشمئزاز لرؤية.,رأيت امرأة تنفخ أنفها في قميصها.,30318
30319,مشمئز,لا يسعني إلا أن أتخيل الأشياء الجسيمة الأخرى التي تقوم بها.,كان من الجسيم جدا أن نشهد!,30319
30320,توقع,هل هذه لعبة فيديو؟ هل هو ماريو؟,لا أطيق الانتظار حتى يتم إطلاق لعبة Super Smash Brothers الجديدة.,30320
30321,توقع,اعتدت على LOVE Mario Kart - لست من كبار المعجبين بألعاب الفيديو ولكني أحببت ذلك. أستطيع أن أرى لماذا أنت متحمس لخروجها!,إنها لعبة فيديو تتضمن ماريو ومجموعة من الشخصيات الأخرى من نينتندو.,30321
30322,متضايق,ماذا رأيت بالضبط؟,كنت جالسًا في زحمة السير اليوم بسبب حطام الطائرة ورأيت أغبى شيء على الإطلاق.,30322
30323,متضايق,واو ، هذا مزعج للغاية يجب أن يتم القبض عليه,هذا الرجل الذي أعتقد أنه كان أكثر أهمية من أي شخص آخر طار فوق ممر الطوارئ وأغلق سيارة الإسعاف.,30323
30324,ممتن,واو كم هو مدهش !؟ أتمنى أن يقوم شخص ما بذلك من أجلي! أعني أنني لا أعتقد أنني أشتري أكثر من 30 دولارًا من البقالة في وقت واحد لأنني فقط لا أزال!,لم أستطع دفع ثمن جميع مشترياتي من البقالة وصعد أحدهم من الصف خلفي ودفع ثمن الباقي. لقد تأثرت جدا!,30324
30325,ممتن,هذه فكرة رائعة أحبها! وأنت تعرف أنه إذا وجدت أنك لا تستطيع فعل الشيء نفسه تمامًا لشخص آخر ، فيمكنك دائمًا التبرع بالطعام لبنك طعام أو شيء من هذا القبيل. إنه نفس الشيء بالضبط وسيجعلك تشعر بالروعة.,لم أستطع التوقف عن شكره والبكاء. كنت على وشك إعادة 15 شيئًا إلى الوراء ولم يكن لدي ما يكفي لتغطية أشياء لعائلتي المكونة من أربعة أفراد. هناك أناس طيبون وسأقوم بدفعها للأمام بالتأكيد!,30325
30326,خائب الامل,أوه هذا مقرف! ربما يمكنك الذهاب في اليوم التالي.,الطقس غدا جعلني محبط. سوف تمطر وأردت الذهاب للهكينه,30326
30327,خائب الامل,هل تذهب عادة في كثير من الأحيان؟,أتمنى أن يكون ذلك لطيفًا,30327
30328,مذعور,أوه ، واو! هذا مروع !! هل أفلتوا من العقاب؟,لقد تعرضت للسرقة في إجازة العام الماضي.,30328
30329,مذعور,أنا آسف لسماع هذا. هذه حادثة سيئة وقعت في الإجازة,للأسف نعم. لقد كانت مجموعة من الأشرار الصغار هم من قاموا بسحب السكين علي. كنت سعيدًا فقط للهروب من حياتي.,30329
30330,فرح,هذا مثير للغاية. هل هذا هو الأول الخاص بك؟,سوف يولد طفلي الجديد صباح الغد! من المحتمل أني لن أنام الليلة,30330
30331,فرح,أعتقد أن لديك خطة للحث على المخاض أو عملية ولادة قيصرية مجدولة؟,نعم إنه كذلك ! انا متوتر جدا ومتحمس,30331
30332,متخوف,أوه هل تعتقد أنك فعلت شيئا خاطئا؟,يجب أن أذهب إلى اجتماع الفريق في الصباح. أنا غير متأكد مما أتوقعه,30332
30333,متخوف,هذا مروع لا أرغب في أن يحدث ذلك لي.,لا ، لقد خرجت للتو من اللون الأزرق ولا أعرف أبدًا ما أتوقعه حقًا,30333
30334,متخوف,اين ذهبت وماذا حدث؟,انا مخطط. كنت قد خططت لقضاء إجازة كبيرة اليوم. فقط بعد وصولي أدركت أنني ارتكبت خطأً فادحًا!,30334
30335,متخوف,هذا سيء للغاية هل وصلت إلى المركز الثاني بعد؟,ذهبنا إلى متحف قرية شاكر. لقد صنعت طائرات عبر البريد الإلكتروني مع الموقع الذي اعتقدت أننا نتجه إليه. الضحك بصوت مرتفع. كنت أرسل بريدًا إلكترونيًا إلى موقع ثانٍ بعد ساعتين! كنا متوترين للغاية لأنني الآن لم أكن أعرف ماذا أتوقع!,30335
30336,متضايق,ما الذي يأتون لإصلاحه؟,يجب أن أقلع العمل غدًا لانتظار رجل إصلاح ليأتي إلى منزلي.,30336
30337,متضايق,يا أملي يتم إصلاحه بسرعة,وحدة التكييف الجديدة الخاصة بي تتسرب ... لدي ماء يقطر من سقفي.,30337
30338,مندهش,Woohooo ... أراهن أنك منتشي,أطفالي عادوا في وقت المدرسة. كل من هو نائم!,30338
30339,مندهش,لا استطيع الانتظار حتى تبلغ ابنتي كبيرة بما يكفي للذهاب إلى المدرسة لول,وية والولوج!. استغرق تكنولوجيا المعلومات يومين فقط من المدرسة,30339
